,time,resids,b_predictor
203,,,-9.876190476190476e-05
204,,,-9.133333333333334e-05
205,,,-9.283333333333334e-05
206,,,-9.685714285714286e-05
207,,,-9.6e-05
208,,,-0.00010133333333333333
209,,,-8.8e-05
210,,,-8.8e-05
211,,,-8.833333333333333e-05
212,,,-8.8e-05
213,,,-9.888888888888889e-05
214,,,-9.744444444444445e-05
215,,,-9.552380952380952e-05
216,,,-9.52e-05
217,,,-9.433333333333334e-05
218,,,-0.0001
219,,,-9.377777777777778e-05
220,,,-9.355555555555556e-05
221,,,-9.388888888888889e-05
222,,,-9.816666666666666e-05
223,,,-9.7e-05
224,,,-9.733333333333333e-05
225,,,-9.941666666666667e-05
226,,,-9.4e-05
227,,,-8.85e-05
228,,,-8.333333333333333e-05
229,,,-8.333333333333333e-05
230,,,-8.333333333333333e-05
231,,,-9.1e-05
232,,,-9.088888888888889e-05
233,,,-9.177777777777778e-05
234,,,-9e-05
235,,,-8.986666666666668e-05
236,,,-9e-05
237,,,-8.933333333333334e-05
238,,,-9.133333333333334e-05
239,,,-9.419047619047619e-05
240,,,-9.506666666666667e-05
241,,,-2.855555555555555e-05
242,,,-2.64e-05
243,,,-2.2857142857142858e-05
244,,,-1.580952380952381e-05
245,,,-1.674074074074074e-05
246,,,-2.1714285714285715e-05
247,,,-2.6000000000000002e-05
248,,,-3.5333333333333336e-05
249,,,-3.637037037037037e-05
250,,,-3.42962962962963e-05
251,,,-0.00011038095238095238
252,,,-0.00010038095238095238
253,,,-0.0001015
254,,,-0.00010175
255,,,-0.00010141666666666666
256,,,-9.858333333333334e-05
257,,,-9.288888888888888e-05
258,,,-8.533333333333334e-05
259,,,-9.166666666666667e-05
260,,,-9.186666666666667e-05
261,,,-9.444444444444446e-05
262,,,-8.733333333333333e-05
263,,,-7.4e-05
264,,,-7.577777777777779e-05
265,,,-7.900000000000001e-05
266,,,-8.466666666666667e-05
267,,,-8.733333333333333e-05
268,,,-8.666666666666667e-05
269,,,-8.466666666666667e-05
270,,,-8.333333333333333e-05
271,,,-8.333333333333333e-05
272,,,-7.999999999999999e-05
273,,,-7.8e-05
274,,,-7.6e-05
275,,,-7.755555555555555e-05
276,,,-8.066666666666666e-05
277,,,-7.733333333333333e-05
278,,,-5.057142857142857e-05
279,,,-3.914285714285714e-05
280,,,-6.695238095238095e-05
281,,,-6.199999999999999e-05
282,,,-5.91111111111111e-05
283,,,-5.639999999999999e-05
284,,,-6.253333333333333e-05
285,,,-6.991666666666667e-05
286,,,-7.166666666666667e-05
287,,,-6.885714285714286e-05
288,,,-6.833333333333333e-05
289,,,-7.32e-05
290,,,-8.066666666666666e-05
291,,,-1.3333333333333334e-06
292,,,-5.333333333333334e-06
293,,,-8.666666666666666e-06
294,,,-1.2952380952380952e-05
295,,,-1.2222222222222222e-05
296,,,-1.2555555555555557e-05
297,,,-1.388888888888889e-05
298,,,-2.4e-06
299,,,6e-06
300,,,-9.066666666666667e-05
301,,,-7.511111111111111e-05
302,,,-7.055555555555556e-05
303,,,-7.906666666666666e-05
304,,,-8.466666666666667e-05
305,,,-8.822222222222221e-05
306,,,-8.488888888888889e-05
307,,,-7.766666666666667e-05
308,,,-6.0400000000000004e-05
309,,,-6.755555555555557e-05
310,,,-7.566666666666667e-05
311,,,-7.733333333333333e-05
312,,,-7.533333333333333e-05
313,,,-7.166666666666667e-05
314,,,-6.895238095238095e-05
315,,,-7.166666666666667e-05
316,,,-5.166666666666667e-05
317,,,-4.609523809523809e-05
318,,,-4.6380952380952374e-05
319,,,-4.185185185185186e-05
320,,,-3.633333333333333e-05
321,,,-1.8583333333333336e-05
322,,,-8.166666666666671e-06
323,,,-2.857142857142862e-06
324,,,-2.0000000000000016e-06
325,,,1.4999999999999977e-06
326,,,-7.0833333333333305e-06
327,,,-5.222222222222224e-06
328,,,-4.33333333333333e-06
329,,,-4.6666666666666705e-06
330,,,-1.6296296296296297e-05
331,,,-1.3809523809523804e-05
332,,,-1.0583333333333329e-05
333,,,-2.9916666666666664e-05
334,,,-3.5499999999999996e-05
335,,,-3.591666666666666e-05
336,,,-2.1000000000000012e-05
337,,,-2.5619047619047624e-05
338,,,-4.961904761904762e-05
339,,,-5.144444444444445e-05
340,,,-5.5703703703703705e-05
341,,,-6.075e-05
342,,,-6.0777777777777775e-05
343,,,-3.213333333333333e-05
344,,,-4.085714285714286e-05
345,,,-3.362962962962962e-05
346,,,-3.688888888888889e-05
347,,,-3.451851851851852e-05
348,,,-5.8476190476190485e-05
349,,,2.5777777777777778e-05
350,,,2.9333333333333333e-05
351,,,2.295238095238095e-05
352,,,1.7111111111111115e-05
353,,,2.4333333333333333e-05
354,,,3.385185185185185e-05
355,,,3.741666666666667e-05
356,,,4.028571428571429e-05
357,,,4.116666666666667e-05
358,,,-5.88e-05
359,,,-5.4999999999999995e-05
360,,,-5.411111111111112e-05
361,,,-1.2666666666666663e-05
362,,,-2.2380952380952377e-05
363,,,-2.6000000000000002e-05
364,,,-2.4285714285714295e-05
365,,,-3.9999999999999996e-05
366,,,-0.00012952380952380952
367,,,-9.028571428571428e-05
368,,,-8.716666666666668e-05
369,,,-8.633333333333332e-05
370,,,-9.475e-05
371,,,-0.00010816666666666668
372,,,-0.0001
373,,,-0.0001018095238095238
374,,,-0.0001041904761904762
375,,,-0.00010475
376,,,-0.00010552380952380952
377,,,-0.00011141666666666666
378,,,-0.00011133333333333333
379,,,-0.00011047619047619047
380,,,-0.00010955555555555557
381,,,-0.00010895238095238095
382,,,-0.00010066666666666667
383,,,-9.028571428571428e-05
384,,,-1.533333333333333e-05
385,,,-2.758333333333333e-05
386,,,-4.228571428571429e-05
387,,,-5.2249999999999996e-05
388,,,2.1833333333333333e-05
389,,,2.5e-05
390,,,3.2e-05
391,,,3.2111111111111114e-05
392,,,3.266666666666666e-05
393,,,3.276190476190476e-05
394,,,2.5333333333333334e-05
395,,,2.3250000000000003e-05
396,,,2.2666666666666668e-05
397,,,2.2095238095238096e-05
398,,,3.1e-05
399,,,4.790476190476191e-05
400,,,4.762962962962964e-05
401,,,-3.933333333333333e-05
402,,,-4.266666666666667e-05
403,,,-4.285714285714286e-05
404,,,-4.383333333333333e-05
405,,,-4.4416666666666664e-05
406,,,-3.866666666666667e-05
407,,,-2.7047619047619047e-05
408,,,-8.750000000000006e-06
409,,,-2.44e-05
410,,,-3.341666666666667e-05
411,,,-4.133333333333333e-05
412,,,-4.266666666666667e-05
413,,,-4.2761904761904766e-05
414,,,-4.266666666666667e-05
415,,,-2.95e-05
416,,,-3.2500000000000004e-05
417,,,-4.133333333333333e-05
418,,,-4.1500000000000006e-05
419,,,-4.133333333333333e-05
420,,,-0.00012466666666666667
421,,,-0.00011342857142857144
422,,,-0.00010841666666666667
423,,,-0.00010066666666666667
424,,,-0.0001002857142857143
425,,,-2.948148148148148e-05
426,,,-3.433333333333333e-05
427,,,-3.580952380952381e-05
428,,,-4.3714285714285715e-05
429,,,-4.4095238095238096e-05
430,,,-4.4666666666666664e-05
431,,,-4.4666666666666664e-05
432,,,-4.5619047619047626e-05
433,,,-4.541666666666666e-05
434,,,-4.533333333333333e-05
435,,,-4.481481481481481e-05
436,,,-3.7714285714285705e-05
437,,,-1.7333333333333332e-05
438,,,-2.5499999999999996e-05
439,,,-2.455555555555556e-05
440,,,-2.4583333333333342e-05
441,,,-1.9523809523809527e-05
442,,,3.5238095238095293e-06
443,,,-1.8190476190476194e-05
444,,,-4.295238095238096e-05
445,,,-4.4e-05
446,,,-4.4e-05
447,,,-4.4e-05
448,,,-0.00011616666666666668
449,,,-0.00010933333333333334
450,,,-0.00010933333333333334
451,,,-0.00010933333333333334
452,,,-0.00010933333333333334
453,,,-0.00010916666666666667
454,,,-0.00010800000000000001
455,,,-0.00010074074074074073
456,,,-9.866666666666666e-05
457,,,-9.866666666666666e-05
458,,,-9.866666666666666e-05
459,,,-8.908333333333333e-05
460,,,-9.637037037037039e-05
461,,,-3.60952380952381e-05
462,,,-3.941666666666667e-05
463,,,-4.038095238095238e-05
464,,,-3.9500000000000005e-05
465,,,-3.866666666666667e-05
466,,,-3.85e-05
467,,,-3.866666666666667e-05
468,,,-3.9999999999999996e-05
469,,,-4.114285714285714e-05
470,,,-3.2888888888888894e-05
471,,,-3.1333333333333334e-05
472,,,-3.033333333333333e-05
473,,,-2.9888888888888892e-05
474,,,-2.9916666666666664e-05
475,,,-3.276190476190476e-05
476,,,-3.2e-05
477,,,-3.2e-05
478,,,-3.375e-05
479,,,-2.8000000000000003e-05
480,,,-2.371428571428571e-05
481,,,-2.4416666666666656e-05
482,,,-2.05e-05
483,,,-2.066666666666667e-05
484,,,-2.066666666666667e-05
485,,,-2.3833333333333334e-05
486,,,-2.2916666666666674e-05
487,,,-1.1999999999999995e-05
488,,,-1.2733333333333337e-05
489,,,-1.7619047619047623e-05
490,,,-2e-05
491,,,-2e-05
492,,,-2.7619047619047626e-05
493,,,-2.9666666666666665e-05
494,,,-2.9999999999999997e-05
495,,,-2.9999999999999997e-05
496,,,-2.9999999999999997e-05
497,,,-2.9999999999999997e-05
498,,,-2.9999999999999997e-05
499,,,-2.9999999999999997e-05
500,,,-3.0296296296296295e-05
501,,,-2.9999999999999997e-05
502,,,-2.2250000000000006e-05
503,,,-2.247619047619048e-05
504,,,-2.1333333333333338e-05
505,,,-2.1250000000000005e-05
506,,,-1.9916666666666665e-05
507,,,-2.4666666666666665e-05
508,,,-2.933333333333333e-05
509,,,-2.933333333333333e-05
510,,,-2.933333333333333e-05
511,,,-2.933333333333333e-05
512,,,-2.961904761904762e-05
513,,,-2.9999999999999997e-05
514,,,-2.9999999999999997e-05
515,,,-3.033333333333333e-05
516,,,-3.066666666666666e-05
517,,,-2.60952380952381e-05
518,,,-1.5583333333333327e-05
519,,,1.8e-05
520,,,1.958333333333333e-05
521,,,-2.5523809523809527e-05
522,,,-2.933333333333333e-05
523,,,-2.99047619047619e-05
524,,,-2.6166666666666665e-05
525,,,-2.3833333333333345e-05
526,,,4.8916666666666665e-05
527,,,4.666666666666667e-05
528,,,4.222222222222223e-05
529,,,5.161904761904762e-05
530,,,5.466666666666667e-05
531,,,5.40952380952381e-05
532,,,5.285714285714286e-05
533,,,4.885714285714286e-05
534,,,4.75e-05
535,,,-2.8000000000000003e-05
536,,,-2.4400000000000014e-05
537,,,-2.4166666666666677e-05
538,,,-2.6666666666666667e-05
539,,,-7.0833333333333305e-06
540,,,-9.058333333333333e-05
541,,,-7.866666666666666e-05
542,,,-8.05e-05
543,,,-9.199999999999997e-05
544,,,-8.504761904761905e-05
545,,,-8.333333333333333e-05
546,,,-8.791666666666667e-05
547,,,-8.266666666666667e-05
548,,,-8.266666666666667e-05
549,,,-9.409523809523808e-05
550,,,-2e-05
551,,,-2.552380952380952e-05
552,,,-2.425e-05
553,,,4.895238095238096e-05
554,,,4.8e-05
555,,,4.725925925925926e-05
556,,,5e-05
557,,,6.333333333333333e-05
558,,,5.550000000000001e-05
559,,,4.944444444444444e-05
560,,,4.933333333333333e-05
561,,,4.9238095238095234e-05
562,,,4.8666666666666666e-05
563,,,4.116666666666667e-05
564,,,3.8666666666666674e-05
565,,,-3.7629629629629624e-05
566,,,-3.2e-05
567,,,-2.80952380952381e-05
568,,,-2.6083333333333338e-05
569,,,-2.666666666666666e-05
570,,,-2.95e-05
571,,,-3.1333333333333334e-05
572,,,-2.3666666666666665e-05
573,,,-1.8190476190476194e-05
574,,,-2.1238095238095234e-05
575,,,-2.333333333333334e-05
576,,,-2.1916666666666673e-05
577,,,-2.3666666666666665e-05
578,,,-3.016666666666666e-05
579,,,-3.266666666666666e-05
580,,,-3.1916666666666665e-05
581,,,-3.0095238095238088e-05
582,,,4.3666666666666666e-05
583,,,3.9238095238095235e-05
584,,,3.9238095238095235e-05
585,,,4.341666666666667e-05
586,,,4.358333333333334e-05
587,,,4.7904761904761904e-05
588,,,4.733333333333333e-05
589,,,4.9904761904761905e-05
590,,,5.133333333333333e-05
591,,,4.933333333333333e-05
592,,,4.4533333333333336e-05
593,,,3.9999999999999996e-05
594,,,4.266666666666667e-05
595,,,-1.4444444444444453e-05
596,,,8.166666666666671e-06
597,,,-2.485714285714286e-05
598,,,-2.6761904761904757e-05
599,,,-2.79047619047619e-05
600,,,-3.1333333333333334e-05
601,,,-2.555555555555556e-05
602,,,-1.8583333333333336e-05
603,,,-1.7523809523809526e-05
604,,,-2.116666666666667e-05
605,,,-2.1714285714285722e-05
606,,,-1.9083333333333334e-05
607,,,-2.5333333333333334e-05
608,,,-2.9523809523809523e-05
609,,,-3.7142857142857143e-05
610,,,4.266666666666667e-05
611,,,4.447619047619048e-05
612,,,4.342857142857143e-05
613,,,4.133333333333333e-05
614,,,4.133333333333333e-05
615,,,4.1666666666666665e-05
616,,,4.780952380952381e-05
617,,,4.8e-05
618,,,4.8e-05
619,,,4.8e-05
620,,,4.8e-05
621,,,4.45e-05
622,,,-3.658333333333333e-05
623,,,-3.2e-05
624,,,-3.2e-05
625,,,-3.2e-05
626,,,-3.216666666666667e-05
627,,,-3.2e-05
628,,,-3.2e-05
629,,,-3.2e-05
630,,,-2.5777777777777775e-05
631,,,-2.266666666666667e-05
632,,,-2.266666666666667e-05
633,,,-2.2857142857142865e-05
634,,,-2.3250000000000006e-05
635,,,-2.333333333333334e-05
636,,,-3.816666666666667e-05
637,,,4.038095238095238e-05
638,,,3.983333333333334e-05
639,,,3.9999999999999996e-05
640,,,3.9999999999999996e-05
641,,,3.9999999999999996e-05
642,,,3.9999999999999996e-05
643,,,4.0761904761904765e-05
644,,,4.711111111111111e-05
645,,,4.9851851851851855e-05
646,,,4.8916666666666665e-05
647,,,4.8666666666666666e-05
648,,,4.8666666666666666e-05
649,,,4.8666666666666666e-05
650,,,4.066666666666667e-05
651,,,3.9523809523809526e-05
652,,,3.942857142857143e-05
653,,,-3.7428571428571434e-05
654,,,-3.285714285714286e-05
655,,,-3.266666666666666e-05
656,,,-3.152380952380953e-05
657,,,-3.175e-05
658,,,-3.055555555555556e-05
659,,,-2.333333333333334e-05
660,,,-0.00010616666666666668
661,,,-9.237037037037037e-05
662,,,-9.333333333333333e-05
663,,,-9.4e-05
664,,,-9.904761904761905e-05
665,,,-0.00011088888888888889
666,,,-3.2952380952380954e-05
667,,,-3.525e-05
668,,,3.45e-05
669,,,3.352380952380952e-05
670,,,3.3333333333333335e-05
671,,,3.3333333333333335e-05
672,,,7.266666666666667e-05
673,,,7.152380952380953e-05
674,,,4.266666666666667e-05
675,,,4.4e-05
676,,,4.380952380952381e-05
677,,,4.275e-05
678,,,3.9500000000000005e-05
679,,,3.4666666666666665e-05
680,,,3.4666666666666665e-05
681,,,3.4666666666666665e-05
682,,,3.4666666666666665e-05
683,,,3.4666666666666665e-05
684,,,3.4666666666666665e-05
685,,,3.4666666666666665e-05
686,,,3.558333333333333e-05
687,,,-3.285714285714286e-05
688,,,-2.2833333333333344e-05
689,,,-2.4000000000000007e-05
690,,,-2.4000000000000007e-05
691,,,-2.4000000000000007e-05
692,,,-2.6476190476190483e-05
693,,,-3.316666666666667e-05
694,,,-3.3333333333333335e-05
695,,,-3.3333333333333335e-05
696,,,-3.28e-05
697,,,-3.2500000000000004e-05
698,,,-0.00011258333333333334
699,,,-0.00010533333333333334
700,,,-0.00010533333333333334
701,,,-9.841666666666667e-05
702,,,-9.6e-05
703,,,-9.6e-05
704,,,-9.714285714285714e-05
705,,,-9.733333333333333e-05
706,,,-0.00010075
707,,,-3.188888888888889e-05
708,,,-3.4e-05
709,,,-3.428571428571429e-05
710,,,-3.5333333333333336e-05
711,,,-3.5333333333333336e-05
712,,,-3.5333333333333336e-05
713,,,-3.5333333333333336e-05
714,,,-3.5333333333333336e-05
715,,,-2.766666666666667e-05
716,,,-2.655555555555554e-05
717,,,-2.6148148148148142e-05
718,,,-2.6190476190476202e-05
719,,,-2.6416666666666657e-05
0,,,-1.2333333333333333e-05
1,,,-1.24e-05
2,,,-2.5555555555555554e-05
3,,,-3.222222222222222e-05
4,,,-2.8933333333333333e-05
5,,,-0.00010533333333333334
6,,,-9.279999999999999e-05
7,,,-9.25e-05
8,,,-0.00010166666666666667
9,,,-0.00010038095238095238
10,,,-0.00010133333333333333
11,,,-0.00010158333333333333
12,,,-0.00010257142857142857
13,,,-0.00010323809523809523
14,,,-0.00010266666666666666
15,,,-9.923809523809524e-05
16,,,-9.826666666666667e-05
17,,,-9.833333333333334e-05
18,,,-9.866666666666666e-05
19,,,-0.00010455555555555556
20,,,-0.00010893333333333333
21,,,-0.0001088
22,,,-0.00010946666666666667
23,,,-0.00011122222222222223
24,,,-0.00011399999999999999
25,,,-0.00011146666666666666
26,,,-0.0001116
27,,,-0.00011171428571428571
28,,,-0.00011111111111111112
29,,,-0.00011155555555555555
30,,,-0.00011173333333333333
31,,,-0.00010499999999999999
32,,,-0.0001024
33,,,-0.0001055
34,,,-3.185185185185185e-05
35,,,-3.577777777777778e-05
36,,,-4.2583333333333336e-05
37,,,-4.1888888888888896e-05
38,,,-4.238095238095238e-05
39,,,-4.266666666666667e-05
40,,,-4.2499999999999996e-05
41,,,-4.238095238095238e-05
42,,,-4.266666666666667e-05
43,,,-4.241666666666666e-05
44,,,-4.238095238095238e-05
45,,,-4.266666666666667e-05
46,,,-4.314285714285714e-05
47,,,-3.65e-05
48,,,-0.00011222222222222223
49,,,-0.0001018095238095238
50,,,-0.00010525925925925925
51,,,-0.00010811111111111111
52,,,-0.00011314285714285713
53,,,-0.0001135
54,,,-0.00010914285714285715
55,,,-7.533333333333333e-05
56,,,-9.5e-05
57,,,-0.00011508333333333334
58,,,-0.00011466666666666667
59,,,-0.00011483333333333332
60,,,-0.00011485714285714285
61,,,-0.00011455555555555556
62,,,-0.00010733333333333333
63,,,-0.00010466666666666667
64,,,-0.00010485714285714287
65,,,-0.00010614814814814814
66,,,-0.0001051111111111111
67,,,-0.00011323809523809524
68,,,-0.00011447619047619048
69,,,-0.00011666666666666667
70,,,-0.00011353333333333332
71,,,-0.00011322222222222221
72,,,-0.00011238095238095239
73,,,-0.00011219047619047619
74,,,-0.00011485714285714285
75,,,-4.1777777777777774e-05
76,,,-4.4571428571428574e-05
77,,,-4.266666666666667e-05
78,,,-4.283333333333333e-05
79,,,-3.542857142857143e-05
80,,,-3.2e-05
81,,,-3.4666666666666665e-05
82,,,-3.4666666666666665e-05
83,,,-3.876190476190476e-05
84,,,-4.438095238095238e-05
85,,,-0.00012192592592592592
86,,,-0.0001875
87,,,-0.0001795
88,,,-0.00017733333333333335
89,,,-0.00017733333333333335
90,,,-0.00017711111111111112
91,,,-0.0001778666666666667
92,,,-0.0001778666666666667
93,,,-0.00017733333333333335
94,,,-0.00017733333333333335
95,,,-0.00017346666666666666
96,,,-0.000168
97,,,
98,,,
99,,,-0.00017733333333333335
100,,,-0.00010839999999999999
101,,,-0.00011555555555555555
102,,,-0.00011333333333333333
103,,,-0.000113
104,,,-0.00011333333333333333
105,,,-0.0001102962962962963
106,,,-3.8285714285714286e-05
107,,,-3.85e-05
108,,,-3.733333333333334e-05
109,,,-3.733333333333334e-05
110,,,-3.733333333333334e-05
111,,,-3.266666666666666e-05
112,,,-2.8000000000000003e-05
113,,,-2.841666666666667e-05
114,,,-2.6761904761904763e-05
115,,,-0.00011025000000000001
116,,,-0.00010888888888888889
117,,,-0.00011022222222222222
118,,,-0.00011344444444444444
119,,,-0.00011238095238095239
120,,,-0.00011253333333333334
121,,,-0.00018766666666666666
122,,,-0.00017716666666666667
123,,,-0.000176
124,,,-0.0001772
125,,,-0.00017866666666666668
126,,,-0.00017866666666666668
127,,,-0.00017657142857142858
128,,,-0.00017244444444444447
129,,,-0.00016533333333333333
130,,,-0.00016933333333333335
131,,,-0.00016933333333333335
132,,,-0.00013433333333333334
133,,,-0.000138
134,,,-0.00016955555555555555
135,,,-0.00011399999999999999
136,,,-0.00011333333333333333
137,,,-0.00011466666666666667
138,,,-0.00011390476190476191
139,,,-0.00011766666666666668
140,,,-4.466666666666667e-05
141,,,-4.666666666666667e-05
142,,,-4.441666666666668e-05
143,,,-4.6380952380952374e-05
144,,,-4.1238095238095236e-05
145,,,-3.437037037037037e-05
146,,,-3.183333333333333e-05
147,,,-3.3809523809523806e-05
148,,,-0.00011866666666666667
149,,,-0.00011066666666666666
150,,,-0.00011149999999999999
151,,,-0.00019633333333333333
152,,,-0.0001785
153,,,-0.00017433333333333336
154,,,-0.0001751111111111111
155,,,-0.000171
156,,,-0.00017120000000000001
157,,,-0.00017222222222222224
158,,,-0.00017155555555555555
159,,,-0.00017416666666666665
160,,,-0.00017552380952380952
161,,,-0.00017253333333333334
162,,,-0.00016666666666666666
163,,,-0.00016666666666666666
164,,,-0.00016755555555555556
165,,,-0.000168
166,,,-0.00016933333333333335
167,,,-0.00017693333333333332
168,,,-0.00017977777777777778
169,,,-0.00011083333333333333
170,,,-4.028571428571429e-05
171,,,-4.35e-05
172,,,-4.466666666666667e-05
173,,,-4.466666666666667e-05
174,,,-4.2761904761904766e-05
175,,,-4.233333333333334e-05
176,,,-4.3619047619047625e-05
177,,,-4.19047619047619e-05
178,,,-4.323809523809524e-05
179,,,-9.816666666666666e-05
180,,,-0.0001511111111111111
181,,,-0.00015088888888888888
182,,,-0.00015133333333333334
183,,,-0.00016583333333333332
184,,,-0.000174
185,,,-0.00017253333333333334
186,,,-0.00017833333333333332
187,,,-0.000168
188,,,-0.00016933333333333335
189,,,-0.00017288888888888887
190,,,-0.00017333333333333334
191,,,-0.000172
192,,,-0.00017233333333333334
193,,,-0.00016733333333333333
194,,,-0.00017566666666666666
195,,,-0.000176
196,,,-0.00016853333333333333
197,,,-9.622222222222222e-05
198,,,-9.733333333333333e-05
199,,,-9.773333333333333e-05
200,,,-2.9333333333333333e-05
201,,,-4.038095238095238e-05
202,,,-4.133333333333333e-05
203,,,-3.933333333333333e-05
204,,,-3.9238095238095235e-05
205,,,-3.918518518518519e-05
206,,,-3.908333333333334e-05
207,,,-3.8380952380952376e-05
208,,,-3.7142857142857143e-05
209,,,-2.8222222222222223e-05
210,,,-0.00010866666666666666
211,,,-0.00018444444444444443
212,,,-0.00012816666666666665
213,,,-0.00012849999999999998
214,,,-0.00013586666666666664
215,,,-0.00013433333333333334
216,,,-0.00013546666666666666
217,,,-0.0001322857142857143
218,,,-0.000136
219,,,-0.000155
220,,,-0.00016999999999999999
221,,,-0.00016999999999999999
222,,,-0.00016999999999999999
